,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
43,HH282LC,2,1,0,1,4,Paid employee ,Skilled manual ,32.40246406570842,MSCE ,Bed and Matress ,1,5000,Four ,1,Never,Never,3,3,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,About once a week ,Less than once a week ,Less than once a week ,About once a week ,Several times a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,43,POINT (3897295.227957178 -1772694.0367054)
44,HH202GC,4,2,0,1,7,Unemployed ,,65.74948665297741,MSCE ,Bed and Matress ,1,150000,One (respondents) ,1,Never,Never,3,6,Cement,Use public toilet ,Piped into dwelling ,"Yes, electric lights ",About once a week ,Never ,About once a week ,Never ,Several times a week ,Several times a week ,About once a week ,Less than once a week ,About once a week ,Ngumbe market,Ngumbe market,Put it in the refuse pit ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,44,POINT (3895982.572207067 -1768127.053356909)
45,HH293FC,3,1,0,0,4,Self employed ,Skilled manual ,54.41478439425051,MSCE ,Bed and Matress ,1,100000,Two ,1,Never,Never,4,7,Cement,Wait till I get home ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,About once a week ,Ngumbe market,Ngumbe market,Use it as manure ,Hand feeding (mother) ,Other hospital (private) ,Other hospital (private) ,Health centre (gov) ,Other hospital (private) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,45,POINT (3894255.011681192 -1768150.105783074)
46,HH278DC,2,1,1,0,4,Unemployed ,,38.38466803559206,JCE  ,Other ,1,40000,Two ,0,Sometimes,Sometimes,2,2,Sand/soil,Wait till I get home ,Public tap / Standpipe ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Several times a week ,Ku 10,Ku 10,Nothing ,Self-feeding with hands ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,46,POINT (3896307.500168291 -1769588.258736071)
47,HH246TC,3,4,0,0,7,Paid domestic worker ,Unskilled manual ,45.8590006844627,PSLC ,Bed and Matress ,1,40000,More than 5,4,Sometimes,Sometimes,3,5,Cement,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Nowhere,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,47,POINT (3896925.373534663 -1769306.631613812)
48,HH2180C,2,1,2,0,5,Paid employee ,Skilled manual ,47.252566735112936,PSLC ,Mattress on floor  ,2,30000,One (respondents) ,1,Often,Often,2,6,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Daily,Never ,Never ,Never ,Several times a week ,Mobile women selling vegetables,,Nothing ,Self-feeding with hands ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals ,Cure sick animals ,48,POINT (3896631.043834739 -1772373.996877447)
49,HH293FC,3,1,0,0,4,Self employed ,Skilled manual ,54.41478439425051,MSCE ,Bed and Matress ,1,100000,Two ,1,Never,Never,4,7,Cement,Wait till I get home ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Less than once a week ,About once a week ,Ngumbe market,Ngumbe market,Use it as manure ,Hand feeding (mother) ,Other hospital (private) ,Other hospital (private) ,Health centre (gov) ,Other hospital (private) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,49,POINT (3896886.582425406 -1768227.570079709)
50,HH259JC,5,2,0,1,8,Paid employee ,Agriculture ,43.044490075290895,PSLC ,Mattress (GRASS) on floor  ,2,50000,One (respondents) ,2,Often,Often,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Never ,About once a week ,Jere trading center,Jere trading centre,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Prevent animals from becoming sick ,50,POINT (3897289.856791759 -1772705.612950042)
51,HH2172C,2,2,0,0,4,Paid employee ,Unskilled manual ,44.24640657084189,PSLC ,Cloth / Sack on floor  ,2,20000,Two ,2,Sometimes,Often,1,3,Cement,Use public toilet ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Chilimba market,Chilimba market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,51,POINT (3897308.948084409 -1771251.589817909)
52,HH273NC,2,1,1,0,4,Paid employee ,Skilled manual ,37.86721423682409,MSCE ,Bed and Matress ,2,45000,One (respondents) ,0,Sometimes,Sometimes,2,4,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,About once a week ,Less than once a week ,Several times a week ,,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,52,POINT (3898462.524159203 -1770999.163215168)
53,HH204CC,2,2,0,0,4,Self employed ,Skilled manual ,60.26009582477755,PSLC ,Bed & Matress (GRASS)  ,2,70000,More than 5,2,Never,Sometimes,2,5,Cement,Wait till I get home ,"Surface water from river, lake or pond ",No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Less than once a week ,Never ,Never ,Less than once a week ,Ngumbe market,,Use it as manure ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,53,POINT (3896758.510570928 -1768314.217318806)
54,HH255RC,2,1,0,0,3,Self employed ,Sales and service ,57.14168377823409,JCE  ,Bed and Matress ,1,70000,Four ,1,Often,Often,3,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",About once a week ,About once a week ,About once a week ,About once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Several times a week ,Ngumbe market,Ngumbe market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,54,POINT (3896420.950993573 -1772302.57903977)
55,HH256PC,2,1,0,1,4,Self employed ,Unskilled manual ,31.824777549623544,PSLC ,Mattress (GRASS) on floor  ,1,20000,One (respondents) ,0,Often,Often,2,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Jere trading center,Jere trading center,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Fattening / increased growth ,55,POINT (3897192.524595107 -1768922.478812489)
56,HH237VC,3,2,0,1,6,Paid employee ,Skilled manual ,43.42505133470226,PSLC ,Bed and Matress ,2,45000,More than 5,2,Never,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Less than once a week ,Less than once a week ,Never ,Daily,Mobile women,Pa 10 miles,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Unsure,Unsure,56,POINT (3897674.615913745 -1772556.654525989)
57,HH212CC,2,2,1,0,5,Paid employee ,Skilled manual ,24.216290212183434,PSLC ,Mattress (GRASS) on floor  ,2,30000,More than 5,0,Often,Often,2,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Less than once a week ,Never ,Daily,Chatha market,Chatha market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Farmers or other households ,Cure sick animals and prevent them from becoming sick ,Cure sick animals and prevent them from becoming sick ,57,POINT (3896727.755360019 -1771404.642374998)
58,HH2500C,2,1,1,0,4,Unemployed ,,27.852156057494867,JCE  ,Bed & Matress (GRASS)  ,1,30000,More than 5,1,Sometimes,Sometimes,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Several times a week ,Never ,About once a week ,10 miles market,10 miles market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,58,POINT (3895068.86529921 -1768995.721598062)
59,HH264PC,2,2,1,0,5,Paid employee ,Clerical Technical / managerial ,40,PSLC ,Bed alone  ,1,30000,Three ,2,Sometimes,Sometimes,1,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Prevent animals from becoming sick ,Cure sick animals ,59,POINT (3896920.099302382 -1769806.627087311)
60,HH2500C,2,1,1,0,4,Unemployed ,,27.852156057494867,JCE  ,Bed & Matress (GRASS)  ,1,30000,More than 5,1,Sometimes,Sometimes,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Several times a week ,Never ,About once a week ,10 miles market,10 miles market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,60,POINT (3896937.307964351 -1772133.520830452)
61,HH251ZC,2,0,0,0,2,Self employed ,Skilled manual ,68.71184120465435,PSLC ,Mattress on floor  ,1,35000,One (respondents) ,0,Sometimes,Sometimes,1,2,Sand/soil,Wait till I get home ,Piped outside dwelling ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,,Chatha market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals and prevent them from becoming sick ,61,POINT (3895185.442101449 -1768221.896931591)
62,HH2500C,2,1,1,0,4,Unemployed ,,27.852156057494867,JCE  ,Bed & Matress (GRASS)  ,1,30000,More than 5,1,Sometimes,Sometimes,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,Less than once a week ,Several times a week ,Several times a week ,Several times a week ,Never ,About once a week ,10 miles market,10 miles market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,62,POINT (3895137.433853625 -1768425.626542127)
63,HH258LC,3,6,0,0,9,Unemployed ,,70.1574264202601,None ,Bed & Matress (GRASS)  ,0,6000,Three ,5,Never,Sometimes,1,4,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Daily,Never ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Unsure,Unsure,63,POINT (3896654.965897481 -1768849.511097927)
64,HH213AC,3,3,0,0,6,Paid employee ,Clerical Technical / managerial ,41.75496235455168,MSCE ,Bed and Matress ,2,150000,One (respondents) ,2,Never,Never,4,5,Cement,Wait till I get home ,Piped outside dwelling ,"Yes, electric lights ",Several times a week ,Never ,Several times a week ,Several times a week ,Daily,Never ,Daily,Never ,Never ,Pa 10 miles market,Pa 10 MILES Market,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals ,Cure sick animals ,64,POINT (3896060.823791048 -1769284.004485374)
65,HH282LC,2,1,0,1,4,Paid employee ,Skilled manual ,32.40246406570842,MSCE ,Bed and Matress ,1,5000,Four ,1,Never,Never,3,3,Cement,Wait till I get home ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,About once a week ,Less than once a week ,Less than once a week ,About once a week ,Several times a week ,Less than once a week ,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (mother) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,65,POINT (3895975.977495684 -1770092.520429742)
66,HH2340C,2,2,0,0,4,Self employed ,Skilled manual ,31.84394250513347,Non-University Diploma ,Bed and Matress ,1,70000,Four ,2,Never,Never,3,4,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, electric lights ",Less than once a week ,Never ,About once a week ,Less than once a week ,Daily,Never ,Daily,Daily,Several times a week ,Ngumbe market,Ngumbe market,Nothing ,Hand feeding (other caregiver) ,Health centre (gov) ,Private pharmacy / drug store ,Private pharmacy / drug store ,Health centre (gov) ,Health centre (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Prevent animals from becoming sick ,66,POINT (3896066.512658734 -1769264.698623451)
67,HH283JC,3,2,0,2,7,Paid employee ,Unskilled manual ,53.44832306639288,JCE  ,Bed and Matress ,1,70000,Four ,2,Sometimes,Sometimes,3,4,Cement,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Never ,Several times a week ,Lunzu market,Lunzu market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,My own judgement? ,Unsure,Unsure,67,POINT (3895079.286888616 -1768416.648530872)
68,HH2172C,2,2,0,0,4,Paid employee ,Unskilled manual ,44.24640657084189,PSLC ,Cloth / Sack on floor  ,2,20000,Two ,2,Sometimes,Often,1,3,Cement,Use public toilet ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Chilimba market,Chilimba market,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,68,POINT (3895092.860887393 -1768973.268580023)
