,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
43,HH4585K,3,0,1,1,5,Unemployed ,,30.543463381245722,MSCE ,Cloth / Sack on floor  ,0,15000,Three ,0,Sometimes,Often,2,3,Sand/soil,Use public toilet ,Piped outside dwelling ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,Less than once a week ,About once a week ,About once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,43,POINT (3865567.358573386 -1809235.53722293)
44,HH439BK,3,1,0,0,4,Unemployed ,,41.960301163586585,None ,Mattress on floor  ,0,46000,More than 5,2,Sometimes,Sometimes,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,About once a week ,About once a week ,Several times a week ,Never ,About once a week ,Never ,About once a week ,Dyeratu,Dyeratu,Other (specify),Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,44,POINT (3868694.100430788 -1797081.771319546)
45,HH486YK,2,0,0,1,3,Self employed ,Agriculture ,24.640657084188913,MSCE ,Mattress (GRASS) on floor  ,2,20000,Five ,0,Never,Never,4,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,"Mthumba market 
Mobile market",Mthumba market,Use it as manure ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Prevent animals from becoming sick ,45,POINT (3871821.131718866 -1803921.231653284)
46,HH411ZK,4,0,0,0,4,Unemployed ,,54.27241615331965,PSLC ,Cloth / Sack on floor  ,0,56,More than 5,0,Never,Never,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,About once a week ,Never ,Never ,Tsekera,Tsekera,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,46,POINT (3872115.613984365 -1807270.013545893)
47,HH4585K,3,0,1,1,5,Unemployed ,,30.543463381245722,MSCE ,Cloth / Sack on floor  ,0,15000,Three ,0,Sometimes,Often,2,3,Sand/soil,Use public toilet ,Piped outside dwelling ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,Less than once a week ,About once a week ,About once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,47,POINT (3872493.519911161 -1806063.12613542)
48,HH439BK,3,1,0,0,4,Unemployed ,,41.960301163586585,None ,Mattress on floor  ,0,46000,More than 5,2,Sometimes,Sometimes,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,About once a week ,About once a week ,Several times a week ,Never ,About once a week ,Never ,About once a week ,Dyeratu,Dyeratu,Other (specify),Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,48,POINT (3868708.160082475 -1798170.809636515)
49,HH479WK,1,0,1,0,2,Unemployed ,,34.3025325119781,None ,Bed and Matress ,1,30000,One (respondents) ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Several times a week ,Less than once a week ,Several times a week ,,Dyeratu,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Health centre (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,49,POINT (3872733.700863009 -1805851.895584487)
50,HH486YK,2,0,0,1,3,Self employed ,Agriculture ,24.640657084188913,MSCE ,Mattress (GRASS) on floor  ,2,20000,Five ,0,Never,Never,4,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Several times a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,"Mthumba market 
Mobile market",Mthumba market,Use it as manure ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Prevent animals from becoming sick ,50,POINT (3872692.784760779 -1805523.504687618)
51,HH443JK,2,0,1,1,4,Unemployed ,,32.73921971252567,None ,Cloth / Sack on floor  ,0,20000,Two ,1,Often,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Never ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,About once a week ,Less than once a week ,About once a week ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,51,POINT (3871898.705117907 -1803431.984009212)
52,HH4649K,2,2,1,0,5,Unemployed ,,40.7419575633128,JCE  ,Cloth / Sack on floor  ,1,10000,Four ,1,Sometimes,Sometimes,2,6,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,52,POINT (3867378.111544817 -1807480.165481005)
53,HH440PK,2,0,1,0,3,Unemployed ,,30.68583162217659,PSLC ,Bed alone  ,0,10000,Three ,0,Sometimes,Never,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,53,POINT (3868375.047638225 -1798397.239328168)
54,HH441NK,3,0,1,0,4,Unemployed ,,24.424366872005475,MSCE ,Cloth / Sack on floor  ,0,30000,Four ,0,Sometimes,Often,2,3,Cement,Borrow a toilet close by ,Tube well / borehole ,No,About once a week ,About once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,About once a week ,DYERATU,DYERATU,Use it as manure ,Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,54,POINT (3872412.056886659 -1806031.293903619)
55,HH470DK,2,0,0,1,3,Self employed ,Skilled manual ,24.629705681040384,PSLC ,Mattress on floor  ,1,6000,More than 5,0,Sometimes,Sometimes,2,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Gardens,Pantondo local market in our area,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other (specify),Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,55,POINT (3868959.619680228 -1798206.537173015)
56,HH439BK,3,1,0,0,4,Unemployed ,,41.960301163586585,None ,Mattress on floor  ,0,46000,More than 5,2,Sometimes,Sometimes,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,About once a week ,About once a week ,Several times a week ,Never ,About once a week ,Never ,About once a week ,Dyeratu,Dyeratu,Other (specify),Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,56,POINT (3870429.914011572 -1810852.627672656)
57,HH4657K,2,1,0,0,3,Unemployed ,,41.41820670773443,PSLC ,Cloth / Sack on floor  ,0,20000,Four ,1,Sometimes,Never,3,5,Sand/soil,Urinate/defaecate in the open ,Public tap / Standpipe ,"Yes, gas powered lights ",Never ,Never ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,About once a week ,About once a week ,Several times a week ,BOMA MARKET,BOMA MARKET,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals ,57,POINT (3870542.191696014 -1811200.599438624)
58,HH469XK,2,2,0,0,4,Unemployed ,,60.4435318275154,PSLC ,Cloth / Sack on floor  ,1,15000,One (respondents) ,2,Sometimes,Often,1,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Less than once a week ,Less than once a week ,About once a week ,,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Referral Hospital (QECH) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,58,POINT (3865533.595371829 -1809328.211565619)
59,HH428HK,2,3,0,0,5,Unemployed ,,50.9678302532512,PSLC ,Mattress (GRASS) on floor  ,1,4000,Five ,2,Often,Sometimes,1,4,Sand/soil,Other (specify),Tube well / borehole ,No,Never ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Never ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Unsure,Unsure,59,POINT (3871105.380989288 -1800319.051320676)
60,HH498QK,3,0,0,0,3,Paid domestic worker ,Domestic service ,60.46543463381246,None ,Mattress (GRASS) on floor  ,1,10000,One (respondents) ,0,Often,Often,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,About once a week ,Never ,About once a week ,Dyeratu,Mobile vendors,Other (specify),Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,60,POINT (3872155.635356188 -1807110.598009345)
61,HH462DK,1,1,0,0,2,Unemployed ,,29.23750855578371,MSCE ,Mattress on floor  ,1,36000,Three ,1,Never,Never,4,4,Cement,Wait till I get home ,Tube well / borehole ,No,About once a week ,Never ,About once a week ,About once a week ,Never ,Several times a week ,About once a week ,Never ,Never ,,Chikwawa boma,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,61,POINT (3866763.085751794 -1811515.832589626)
62,HH4761K,1,2,0,0,3,Paid domestic worker ,Skilled manual ,29.809719370294317,PSLC ,Mattress (GRASS) on floor  ,1,2000,More than 5,1,Sometimes,Never,4,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Mobile market,People's gardens,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,62,POINT (3867021.547345518 -1811232.339917522)
63,HH4569K,2,1,1,0,4,Unemployed ,,21.15811088295688,None ,Cloth / Sack on floor  ,1,25000,Four ,0,Never,Never,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Less than once a week ,About once a week ,About once a week ,Less than once a week ,Less than once a week ,BOMA,BOMA,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals ,Cure sick animals ,63,POINT (3872531.951195376 -1806795.524653032)
64,HH487WK,3,1,0,1,5,Self employed ,Skilled manual ,49.842573579739906,None ,Mattress (GRASS) on floor  ,1,25000,More than 5,2,Often,Often,2,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Never ,Several times a week ,Mobile market,Dyeratu market,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,64,POINT (3866138.668311819 -1810953.725097923)
65,HH454DK,2,2,1,1,6,Unemployed ,,41.37166324435318,PSLC ,Mattress on floor  ,0,10000,Three ,2,Sometimes,Sometimes,2,4,Sand/soil,Borrow a toilet close by ,Piped outside dwelling ,"Yes, gas powered lights ",Never ,Several times a week ,Less than once a week ,Never ,Several times a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,65,POINT (3871031.893238197 -1810794.181446716)
66,HH416PK,2,1,1,0,4,Paid employee ,Unskilled manual ,35.011635865845314,JCE  ,Other ,1,20000,More than 5,1,Sometimes,Sometimes,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,About once a week ,Never ,Less than once a week ,Several times a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Put it in the refuse pit ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Farmers or other households ,Prevent animals from becoming sick ,Unsure,66,POINT (3868976.329080887 -1811599.606690927)
67,HH469XK,2,2,0,0,4,Unemployed ,,60.4435318275154,PSLC ,Cloth / Sack on floor  ,1,15000,One (respondents) ,2,Sometimes,Often,1,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Less than once a week ,Less than once a week ,About once a week ,,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Referral Hospital (QECH) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,67,POINT (3872195.888784621 -1806901.519683728)
68,HH4497K,2,1,0,0,3,Unemployed ,,43.56741957563313,PSLC ,Cloth / Sack on floor  ,0,10000,Three ,1,Sometimes,Never,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Never ,Dyeratu,Dyeratu,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,68,POINT (3871412.711639095 -1810582.299616026)
69,HH453FK,2,0,0,0,2,Self employed ,Other,22.548939082819988,PSLC ,Cloth / Sack on floor  ,1,15000,Four ,0,Sometimes,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,DYERATU,DYERATU,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,69,POINT (3869618.710046903 -1802204.311825617)
70,HH501VK,1,1,1,0,3,Self employed ,Unskilled manual ,26.581793292265573,PSLC ,Mattress (GRASS) on floor  ,1,20000,One (respondents) ,1,Sometimes,Sometimes,1,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Cure sick animals ,Cure sick animals ,70,POINT (3866056.717420604 -1809073.888799008)
